crop,tissue,prep,region_group,voxel_nm,n_cells_considered,n_cells_included,total_ecs_surface_nm2,curvature_abs_median_per_nm,curvature_abs_p25_per_nm,curvature_abs_p75_per_nm,curvature_signed_median_per_nm,curvature_signed_p10_per_nm,curvature_signed_p90_per_nm,curvature_std_per_nm,curvature_iqr_per_nm,fraction_convex,fraction_concave,fraction_flat,roughness_rms_nm_p30,roughness_rms_nm_p60,roughness_rms_nm_p120,protrusion_density_per_um2,indentation_density_per_um2,protrusion_count,indentation_count,native_voxel_nm,analysis_voxel_nm
crop1045,Cortex,Chemical,,2.0,24,18,6174523.505420225,0.0024966932680293044,0.0011188491199998012,0.004600464431018056,0.0007319197490601144,-0.004148294850099177,0.006028067055394486,0.004802724154135998,0.0034816153110182545,0.36646607620502736,0.21613190966002108,0.41740201413495087,0.7787526366918543,2.8204924987706192,5.534838391470716,34.65854487591519,0.8097790858858689,214,5,2.0,2.0
crop1035,Cortex,Chemical,,4.0,20,10,4415580.3700925205,0.0034835336301902928,0.001599436099631149,0.006143703079784283,0.0013628696737717748,-0.00486837058220403,0.008788278805237127,0.005744471648965665,0.004544266980153134,0.4494554067604632,0.24223927761605218,0.3083053156234843,1.0137249587799668,3.4959560688158704,11.031006259727405,24.911787529686645,5.435299097386178,110,24,2.0,4.0
crop1035,Cortex,Chemical,,8.0,20,12,5062197.700959776,0.004121798593855329,0.0018869901889282427,0.00776052448569936,0.0022559588181232416,-0.004566392777426183,0.012959993701084353,0.007635610802113886,0.005873534296771117,0.517527134882444,0.21827025644694625,0.2642026086706095,1.3312514335939456,4.393798062714293,13.078185996989868,23.507576556608605,3.950853202791362,119,20,2.0,8.0
crop1033,Cortex,Chemical,,2.0,22,17,6465134.505579656,0.0032019485245921193,0.0015559462536317767,0.005339516909448007,0.0015325238343179975,-0.004654154065123977,0.00674041564639021,0.005041610355777836,0.0037835706558162303,0.45497739129244863,0.22446514450780655,0.32055746419974435,0.8985978041386932,3.4070339618295566,6.842417548833199,35.420763450839935,2.3201373439414805,229,15,2.0,2.0
crop1027,Kidney,Chemical,Glomerular,4.0,27,17,37719301.23955317,0.0036884239467659986,0.0016965563949764304,0.006498976341790653,0.001972261293090292,-0.005089983838641178,0.008385590485616783,0.006571868182048163,0.004802419946814223,0.4976851073421063,0.2107254282560976,0.2915894644017972,1.1434382412101158,3.850599405518656,11.831830979915551,14.687440694661257,6.230232063619847,554,235,4.0,4.0
crop1034,Cortex,Chemical,,4.0,24,20,6076705.979904058,0.003902368763497551,0.0018056225202391339,0.006832978133694462,0.003255569459887194,-0.002355534295284526,0.009926043664090995,0.00526557854074891,0.005027355613455328,0.6099604898337218,0.1142625588841906,0.2757769512820878,1.169038025174454,4.203766374956133,13.877169876942997,24.684426150624496,1.151939887029143,150,7,2.0,4.0
crop1026,Kidney,Chemical,Glomerular,4.0,48,29,35397721.21831728,0.004027297392933371,0.001922178696601864,0.006828015364208728,0.0023086952291723464,-0.005442731704390849,0.008696596287969944,0.006759882257989655,0.004905836667606864,0.5246172143712456,0.2156695382566028,0.2597132473721517,1.2131537450041598,4.167014987554678,12.90426676618365,15.904978643333234,5.678331629325009,563,201,4.0,4.0
crop1034,Cortex,Chemical,,8.0,24,20,6701839.515521215,0.004706407828166649,0.0021426607933960617,0.008570153395767251,0.004145442513470312,-0.0021405738142864644,0.013430090360238704,0.006980332158449635,0.006427492602371189,0.6606125403481928,0.10538078670964215,0.23400667294216473,1.502918515770773,5.07332911594082,15.653817697922292,21.785063587671612,0.8952765857947238,146,6,2.0,8.0
crop1045,Cortex,Chemical,,4.0,24,19,7872632.93191984,0.003286289053119372,0.0014305378313734553,0.006210277395701382,0.0019053581432595418,-0.003530827932827888,0.009261977666920404,0.005581357412623089,0.004779739564327927,0.49224200864589807,0.1719332290368879,0.3358247623172142,1.0432901208863137,3.608273205750999,11.500579817588054,24.007216090781206,2.286401532455353,189,18,2.0,4.0
crop1045,Cortex,Chemical,,8.0,24,19,8682214.268254664,0.003914055335667718,0.0016842251319162034,0.007736700134401907,0.0026868915933133328,-0.0033172828320495304,0.012480358955713353,0.00715041674431557,0.006052475002485704,0.5492541717872266,0.15903784712601737,0.2917079810867561,1.350868605573448,4.391899024872136,13.131564953979739,20.501682462598605,1.6124918790807892,178,14,2.0,8.0
crop1037,Cortex,Chemical,,2.0,16,8,4429674.866238767,0.0021144760224797903,0.0009420722410118177,0.00396287416268121,0.00042416124364374797,-0.003942801843860234,0.005083516401080015,0.004457627033781016,0.0030208019216693928,0.30312635451025544,0.21780217278069117,0.4790714727090535,0.6852041611589913,2.4309522482382855,4.895691620742823,25.5097729319236,0.677250608812131,113,3,2.0,2.0
crop1027,Kidney,Chemical,Glomerular,8.0,27,20,41158769.41380564,0.004142933231066142,0.0018917846905547962,0.007445389923905197,0.002505235023732829,-0.004833432711441273,0.010249194472166757,0.007360982590350486,0.005553605233350401,0.5382540912496426,0.19836846403836336,0.26337744471199337,1.3228531628306692,4.3198074654613166,12.928075296737033,12.876964193740575,5.223674154064573,530,215,4.0,8.0
crop1026,Kidney,Chemical,Glomerular,8.0,48,31,38927696.58493468,0.004505390048020787,0.002128012478482955,0.007826638149006531,0.0028970736443687164,-0.005099936030402419,0.010754383876151859,0.007588795774527556,0.0056986256705235765,0.5645238863320636,0.1999555555420762,0.23552055812585987,1.4053053420303627,4.695649487970887,14.13710679522398,13.974625979039619,5.009286885868981,544,195,4.0,8.0
crop1033,Cortex,Chemical,,4.0,22,17,8792993.672090575,0.004289401703806541,0.0020849288473598717,0.007157755790699933,0.0032187395217205222,-0.0037515152823599345,0.010096103672398661,0.005781596383826368,0.005072826943340061,0.5938935152622772,0.16631403809946438,0.23979244663825847,1.1922661665618577,4.288556437163668,14.124780032601997,21.153205260498915,2.9568996600697406,186,26,2.0,4.0
crop1037,Cortex,Chemical,,4.0,16,9,5407303.949894817,0.0025865856819134434,0.0011364602138126698,0.004979033946079988,0.0011230233574752414,-0.003519756997970712,0.00765785595614785,0.004985147409783337,0.003842573732267318,0.40782467114674875,0.1824246204511403,0.4097507084021107,0.8929320240151475,3.0912049597394278,9.921652792265192,21.08259514470562,3.513765857450937,114,19,2.0,4.0
crop1037,Cortex,Chemical,,8.0,16,9,5969429.658554154,0.003068990149912253,0.0013517665933820366,0.006117595985801181,0.0016564951073893687,-0.0034692892797058396,0.010796012606410933,0.006819295608048412,0.004765829392419145,0.4693284701463466,0.17525508042980065,0.3554164494238529,1.1879500448587645,3.8086865978212017,11.51082840942365,18.092180690199893,3.1828836399425735,108,19,2.0,8.0
crop1033,Cortex,Chemical,,8.0,22,17,9651174.10658255,0.005071053918394686,0.002420037224841983,0.008803901803101567,0.0042206874904227734,-0.003310333701919487,0.01326213307830149,0.007275592372404886,0.006383864578259584,0.6487071755440873,0.14414989682464124,0.20714292763127157,1.4967616867194795,5.083407299480804,15.741987068101789,19.47949523278989,2.3831297359264227,188,23,2.0,8.0
crop1118,Liver,Chemical,Hepatocyte lateral,16.0,3,3,5869079.268993268,0.00282390677758707,0.0011725224517171657,0.005768885454995764,0.0001070856762300622,-0.0058037173448633305,0.008594779939909128,0.00760422357363759,0.004596363003278598,0.3265262223121206,0.28595200431535844,0.3875217733725209,1.0430909238680752,3.2647812400742513,9.039994757210275,10.393453079134067,3.7484584875565488,61,22,8.0,16.0
crop1119,Liver,Chemical,Hepatocyte lateral,16.0,8,3,7450867.600291945,0.004053920010533047,0.0017704727313020046,0.007644871122500766,0.00014204283660028744,-0.00789211497348523,0.010049389538323197,0.008754254139729108,0.005874398391198761,0.37774714523377034,0.34247188850226923,0.2797809662639604,1.3131426046880272,4.072526641602646,11.468620682613805,12.079130220549558,6.710627900305311,90,50,8.0,16.0
crop1120,Liver,Chemical,Hepatocyte lateral,16.0,16,7,7667678.156079166,0.004069872640576019,0.0016812123353666924,0.008008115958908367,0.0014302732150800982,-0.005676271509267217,0.012778059966040166,0.008460479851334322,0.006326903623541675,0.46079596367072445,0.24985357811391778,0.2893504582153577,1.4196762700577876,4.498248794342586,12.908950659324095,14.606768531514723,5.60795577549226,112,43,8.0,16.0
crop1121,Liver,Chemical,Hepatocyte lateral,16.0,3,2,6627271.458336463,0.0021638363769464126,0.0007888323424560753,0.004074501404556649,7.691708411773748e-05,-0.004041625812562443,0.0055476926873787346,0.0057390392539549695,0.0032856690621005736,0.2917014886105078,0.23187328193563567,0.47642522945385635,0.7321459921101936,2.290649864280558,6.4931514716866765,8.902608014612671,2.1124832577047017,59,14,8.0,16.0
crop1122,Liver,Chemical,Hepatocyte lateral,16.0,26,4,9009937.198701046,0.00430909581036717,0.0014565576594636786,0.008181069025401727,0.0003907081660196914,-0.007293068854329739,0.011379657373921033,0.008377184775788023,0.006724511365938048,0.40848063570568605,0.2912446438816281,0.30027472041268594,1.2873996327477233,3.7686544980859105,10.371385655877182,12.985662099494743,7.103268156988577,117,64,8.0,16.0
