crop,tissue,prep,region_group,anatomy,native_voxel_nm,analysis_voxel_nm,run,metric_family,metric,value
crop1035,Cortex,Chemical,,Neuronal cell processes,2.0,2.0,native,ecs_width,narrow_fraction,1.0
crop1035,Cortex,Chemical,,Neuronal cell processes,2.0,2.0,native,ecs_width,full_percentiles_nm_p10,2.0
crop1035,Cortex,Chemical,,Neuronal cell processes,2.0,2.0,native,ecs_width,full_percentiles_nm_p25,2.8284271247461903
crop1035,Cortex,Chemical,,Neuronal cell processes,2.0,2.0,native,ecs_width,full_percentiles_nm_p50,4.0
crop1035,Cortex,Chemical,,Neuronal cell processes,2.0,2.0,native,ecs_width,full_percentiles_nm_p75,6.6332495807108
crop1035,Cortex,Chemical,,Neuronal cell processes,2.0,2.0,native,ecs_width,full_percentiles_nm_p90,12.0
crop1035,Cortex,Chemical,,Neuronal cell processes,2.0,2.0,native,ecs_width,narrow_percentiles_nm_p10,2.0
crop1035,Cortex,Chemical,,Neuronal cell processes,2.0,2.0,native,ecs_width,narrow_percentiles_nm_p25,2.8284271247461903
crop1035,Cortex,Chemical,,Neuronal cell processes,2.0,2.0,native,ecs_width,narrow_percentiles_nm_p50,4.0
crop1035,Cortex,Chemical,,Neuronal cell processes,2.0,2.0,native,ecs_width,narrow_percentiles_nm_p75,6.6332495807108
crop1035,Cortex,Chemical,,Neuronal cell processes,2.0,2.0,native,ecs_width,narrow_percentiles_nm_p90,12.0
crop1035,Cortex,Chemical,,Neuronal cell processes,2.0,2.0,native,ecs_width,narrow_mean_nm,5.746755393489636
crop1035,Cortex,Chemical,,Neuronal cell processes,2.0,2.0,native,ecs_width,narrow_std_nm,4.862069749611824
crop1026,Kidney,Chemical,Glomerular,Glomerular interstitium,4.0,4.0,native,ecs_width,n_ecs_voxels,38423632.0
crop1026,Kidney,Chemical,Glomerular,Glomerular interstitium,4.0,4.0,native,ecs_width,n_narrow_voxels,38405274.0
crop1026,Kidney,Chemical,Glomerular,Glomerular interstitium,4.0,4.0,native,ecs_width,narrow_fraction,0.9995222211164213
crop1026,Kidney,Chemical,Glomerular,Glomerular interstitium,4.0,4.0,native,ecs_width,full_percentiles_nm_p10,6.928203230275509
crop1026,Kidney,Chemical,Glomerular,Glomerular interstitium,4.0,4.0,native,ecs_width,full_percentiles_nm_p25,16.0
crop1026,Kidney,Chemical,Glomerular,Glomerular interstitium,4.0,4.0,native,ecs_width,full_percentiles_nm_p50,32.49615361854384
crop1026,Kidney,Chemical,Glomerular,Glomerular interstitium,4.0,4.0,native,ecs_width,full_percentiles_nm_p75,59.464274989274024
crop1026,Kidney,Chemical,Glomerular,Glomerular interstitium,4.0,4.0,native,ecs_width,full_percentiles_nm_p90,89.17398723843182
crop1026,Kidney,Chemical,Glomerular,Glomerular interstitium,4.0,4.0,native,ecs_width,narrow_percentiles_nm_p10,6.928203230275509
crop1026,Kidney,Chemical,Glomerular,Glomerular interstitium,4.0,4.0,native,ecs_width,narrow_percentiles_nm_p25,16.0
crop1026,Kidney,Chemical,Glomerular,Glomerular interstitium,4.0,4.0,native,ecs_width,narrow_percentiles_nm_p50,32.49615361854384
crop1026,Kidney,Chemical,Glomerular,Glomerular interstitium,4.0,4.0,native,ecs_width,narrow_percentiles_nm_p75,59.19459434779497
crop1026,Kidney,Chemical,Glomerular,Glomerular interstitium,4.0,4.0,native,ecs_width,narrow_percentiles_nm_p90,88.90444308357148
crop1026,Kidney,Chemical,Glomerular,Glomerular interstitium,4.0,4.0,native,ecs_width,narrow_mean_nm,41.385136651961865
crop1026,Kidney,Chemical,Glomerular,Glomerular interstitium,4.0,4.0,native,ecs_width,narrow_std_nm,32.65808759629431
crop1045,Cortex,Chemical,,Neurovascular (mixed nerve fibers),2.0,2.0,native,ecs_width,n_ecs_voxels,13863020.0
crop1045,Cortex,Chemical,,Neurovascular (mixed nerve fibers),2.0,2.0,native,ecs_width,n_narrow_voxels,13856421.0
crop1045,Cortex,Chemical,,Neurovascular (mixed nerve fibers),2.0,2.0,native,ecs_width,narrow_fraction,0.9995239853942359
crop1045,Cortex,Chemical,,Neurovascular (mixed nerve fibers),2.0,2.0,native,ecs_width,full_percentiles_nm_p10,2.0
crop1045,Cortex,Chemical,,Neurovascular (mixed nerve fibers),2.0,2.0,native,ecs_width,full_percentiles_nm_p25,4.0
crop1045,Cortex,Chemical,,Neurovascular (mixed nerve fibers),2.0,2.0,native,ecs_width,full_percentiles_nm_p50,9.16515138991168
crop1045,Cortex,Chemical,,Neurovascular (mixed nerve fibers),2.0,2.0,native,ecs_width,full_percentiles_nm_p75,37.57658845611187
crop1045,Cortex,Chemical,,Neurovascular (mixed nerve fibers),2.0,2.0,native,ecs_width,full_percentiles_nm_p90,103.32473082471591
crop1045,Cortex,Chemical,,Neurovascular (mixed nerve fibers),2.0,2.0,native,ecs_width,narrow_percentiles_nm_p10,2.0
crop1045,Cortex,Chemical,,Neurovascular (mixed nerve fibers),2.0,2.0,native,ecs_width,narrow_percentiles_nm_p25,4.0
crop1045,Cortex,Chemical,,Neurovascular (mixed nerve fibers),2.0,2.0,native,ecs_width,narrow_percentiles_nm_p50,9.16515138991168
crop1045,Cortex,Chemical,,Neurovascular (mixed nerve fibers),2.0,2.0,native,ecs_width,narrow_percentiles_nm_p75,37.36308338453881
crop1045,Cortex,Chemical,,Neurovascular (mixed nerve fibers),2.0,2.0,native,ecs_width,narrow_percentiles_nm_p90,103.09219175087898
crop1045,Cortex,Chemical,,Neurovascular (mixed nerve fibers),2.0,2.0,native,ecs_width,narrow_mean_nm,30.432656890934847
crop1045,Cortex,Chemical,,Neurovascular (mixed nerve fibers),2.0,2.0,native,ecs_width,narrow_std_nm,43.49444952885333
crop1037,Cortex,Chemical,,Neurovascular (endothelium/glia/neurons),2.0,2.0,native,ecs_width,n_ecs_voxels,64698755.0
crop1037,Cortex,Chemical,,Neurovascular (endothelium/glia/neurons),2.0,2.0,native,ecs_width,n_narrow_voxels,51435441.0
crop1037,Cortex,Chemical,,Neurovascular (endothelium/glia/neurons),2.0,2.0,native,ecs_width,narrow_fraction,0.7949989300412349
crop1037,Cortex,Chemical,,Neurovascular (endothelium/glia/neurons),2.0,2.0,native,ecs_width,full_percentiles_nm_p10,8.246211251235321
crop1037,Cortex,Chemical,,Neurovascular (endothelium/glia/neurons),2.0,2.0,native,ecs_width,full_percentiles_nm_p25,24.73863375370596
crop1037,Cortex,Chemical,,Neurovascular (endothelium/glia/neurons),2.0,2.0,native,ecs_width,full_percentiles_nm_p50,92.0
crop1037,Cortex,Chemical,,Neurovascular (endothelium/glia/neurons),2.0,2.0,native,ecs_width,full_percentiles_nm_p75,176.02272580550502
crop1037,Cortex,Chemical,,Neurovascular (endothelium/glia/neurons),2.0,2.0,native,ecs_width,full_percentiles_nm_p90,279.1128803907122
crop1037,Cortex,Chemical,,Neurovascular (endothelium/glia/neurons),2.0,2.0,native,ecs_width,narrow_percentiles_nm_p10,6.324555320336759
crop1037,Cortex,Chemical,,Neurovascular (endothelium/glia/neurons),2.0,2.0,native,ecs_width,narrow_percentiles_nm_p25,18.33030277982336
crop1037,Cortex,Chemical,,Neurovascular (endothelium/glia/neurons),2.0,2.0,native,ecs_width,narrow_percentiles_nm_p50,62.51399843235114
crop1037,Cortex,Chemical,,Neurovascular (endothelium/glia/neurons),2.0,2.0,native,ecs_width,narrow_percentiles_nm_p75,120.0
crop1037,Cortex,Chemical,,Neurovascular (endothelium/glia/neurons),2.0,2.0,native,ecs_width,narrow_percentiles_nm_p90,161.20794025109308
crop1037,Cortex,Chemical,,Neurovascular (endothelium/glia/neurons),2.0,2.0,native,ecs_width,narrow_mean_nm,72.95607819320199
crop1037,Cortex,Chemical,,Neurovascular (endothelium/glia/neurons),2.0,2.0,native,ecs_width,narrow_std_nm,58.29328703328166
crop1033,Cortex,Chemical,,Unmyelinated nerve fibers,2.0,2.0,native,ecs_width,n_ecs_voxels,5986777.0
crop1033,Cortex,Chemical,,Unmyelinated nerve fibers,2.0,2.0,native,ecs_width,n_narrow_voxels,5986777.0
crop1033,Cortex,Chemical,,Unmyelinated nerve fibers,2.0,2.0,native,ecs_width,narrow_fraction,1.0
crop1033,Cortex,Chemical,,Unmyelinated nerve fibers,2.0,2.0,native,ecs_width,full_percentiles_nm_p10,2.0
crop1033,Cortex,Chemical,,Unmyelinated nerve fibers,2.0,2.0,native,ecs_width,full_percentiles_nm_p25,2.0
crop1033,Cortex,Chemical,,Unmyelinated nerve fibers,2.0,2.0,native,ecs_width,full_percentiles_nm_p50,2.8284271247461903
crop1033,Cortex,Chemical,,Unmyelinated nerve fibers,2.0,2.0,native,ecs_width,full_percentiles_nm_p75,6.0
crop1033,Cortex,Chemical,,Unmyelinated nerve fibers,2.0,2.0,native,ecs_width,full_percentiles_nm_p90,9.16515138991168
crop1033,Cortex,Chemical,,Unmyelinated nerve fibers,2.0,2.0,native,ecs_width,narrow_percentiles_nm_p10,2.0
crop1033,Cortex,Chemical,,Unmyelinated nerve fibers,2.0,2.0,native,ecs_width,narrow_percentiles_nm_p25,2.0
crop1033,Cortex,Chemical,,Unmyelinated nerve fibers,2.0,2.0,native,ecs_width,narrow_percentiles_nm_p50,2.8284271247461903
crop1033,Cortex,Chemical,,Unmyelinated nerve fibers,2.0,2.0,native,ecs_width,narrow_percentiles_nm_p75,6.0
crop1033,Cortex,Chemical,,Unmyelinated nerve fibers,2.0,2.0,native,ecs_width,narrow_percentiles_nm_p90,9.16515138991168
crop1033,Cortex,Chemical,,Unmyelinated nerve fibers,2.0,2.0,native,ecs_width,narrow_mean_nm,4.551831648764386
crop1033,Cortex,Chemical,,Unmyelinated nerve fibers,2.0,2.0,native,ecs_width,narrow_std_nm,3.418511087008957
crop1138,Kidney,Rapid HPF,PCT lateral,PCT lateral,8.0,8.0,native,ecs_width,n_ecs_voxels,2160509.0
crop1138,Kidney,Rapid HPF,PCT lateral,PCT lateral,8.0,8.0,native,ecs_width,n_narrow_voxels,2160509.0
crop1138,Kidney,Rapid HPF,PCT lateral,PCT lateral,8.0,8.0,native,ecs_width,narrow_fraction,1.0
crop1138,Kidney,Rapid HPF,PCT lateral,PCT lateral,8.0,8.0,native,ecs_width,full_percentiles_nm_p10,8.0
crop1138,Kidney,Rapid HPF,PCT lateral,PCT lateral,8.0,8.0,native,ecs_width,full_percentiles_nm_p25,8.0
crop1138,Kidney,Rapid HPF,PCT lateral,PCT lateral,8.0,8.0,native,ecs_width,full_percentiles_nm_p50,13.856406460551018
crop1138,Kidney,Rapid HPF,PCT lateral,PCT lateral,8.0,8.0,native,ecs_width,full_percentiles_nm_p75,22.627416997969522
crop1138,Kidney,Rapid HPF,PCT lateral,PCT lateral,8.0,8.0,native,ecs_width,full_percentiles_nm_p90,29.93325909419153
crop1138,Kidney,Rapid HPF,PCT lateral,PCT lateral,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p10,8.0
crop1138,Kidney,Rapid HPF,PCT lateral,PCT lateral,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p25,8.0
crop1138,Kidney,Rapid HPF,PCT lateral,PCT lateral,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p50,13.856406460551018
crop1138,Kidney,Rapid HPF,PCT lateral,PCT lateral,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p75,22.627416997969522
crop1138,Kidney,Rapid HPF,PCT lateral,PCT lateral,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p90,29.93325909419153
crop1138,Kidney,Rapid HPF,PCT lateral,PCT lateral,8.0,8.0,native,ecs_width,narrow_mean_nm,16.637834386727853
crop1138,Kidney,Rapid HPF,PCT lateral,PCT lateral,8.0,8.0,native,ecs_width,narrow_std_nm,9.473566989515977
crop1149,Heart,Rapid HPF,Cardiac interstitial,Interstitial,8.0,8.0,native,ecs_width,n_ecs_voxels,1708999.0
crop1149,Heart,Rapid HPF,Cardiac interstitial,Interstitial,8.0,8.0,native,ecs_width,n_narrow_voxels,1708999.0
crop1149,Heart,Rapid HPF,Cardiac interstitial,Interstitial,8.0,8.0,native,ecs_width,narrow_fraction,1.0
crop1149,Heart,Rapid HPF,Cardiac interstitial,Interstitial,8.0,8.0,native,ecs_width,full_percentiles_nm_p10,8.0
crop1149,Heart,Rapid HPF,Cardiac interstitial,Interstitial,8.0,8.0,native,ecs_width,full_percentiles_nm_p25,16.0
crop1149,Heart,Rapid HPF,Cardiac interstitial,Interstitial,8.0,8.0,native,ecs_width,full_percentiles_nm_p50,29.93325909419153
crop1149,Heart,Rapid HPF,Cardiac interstitial,Interstitial,8.0,8.0,native,ecs_width,full_percentiles_nm_p75,51.22499389946279
crop1149,Heart,Rapid HPF,Cardiac interstitial,Interstitial,8.0,8.0,native,ecs_width,full_percentiles_nm_p90,72.0
crop1149,Heart,Rapid HPF,Cardiac interstitial,Interstitial,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p10,8.0
crop1149,Heart,Rapid HPF,Cardiac interstitial,Interstitial,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p25,16.0
crop1149,Heart,Rapid HPF,Cardiac interstitial,Interstitial,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p50,29.93325909419153
crop1149,Heart,Rapid HPF,Cardiac interstitial,Interstitial,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p75,51.22499389946279
crop1149,Heart,Rapid HPF,Cardiac interstitial,Interstitial,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p90,72.0
crop1149,Heart,Rapid HPF,Cardiac interstitial,Interstitial,8.0,8.0,native,ecs_width,narrow_mean_nm,36.649709584316696
crop1149,Heart,Rapid HPF,Cardiac interstitial,Interstitial,8.0,8.0,native,ecs_width,narrow_std_nm,26.013191004166554
crop1150,Heart,Rapid HPF,Cardiac interstitial,Interstitial,8.0,8.0,native,ecs_width,n_ecs_voxels,3082541.0
crop1150,Heart,Rapid HPF,Cardiac interstitial,Interstitial,8.0,8.0,native,ecs_width,n_narrow_voxels,2775539.0
crop1150,Heart,Rapid HPF,Cardiac interstitial,Interstitial,8.0,8.0,native,ecs_width,narrow_fraction,0.900406190866561
crop1150,Heart,Rapid HPF,Cardiac interstitial,Interstitial,8.0,8.0,native,ecs_width,full_percentiles_nm_p10,11.313708498984761
crop1150,Heart,Rapid HPF,Cardiac interstitial,Interstitial,8.0,8.0,native,ecs_width,full_percentiles_nm_p25,19.595917942265423
crop1150,Heart,Rapid HPF,Cardiac interstitial,Interstitial,8.0,8.0,native,ecs_width,full_percentiles_nm_p50,48.662100242385755
crop1150,Heart,Rapid HPF,Cardiac interstitial,Interstitial,8.0,8.0,native,ecs_width,full_percentiles_nm_p75,125.98412598418898
crop1150,Heart,Rapid HPF,Cardiac interstitial,Interstitial,8.0,8.0,native,ecs_width,full_percentiles_nm_p90,199.35897271003378
crop1150,Heart,Rapid HPF,Cardiac interstitial,Interstitial,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p10,8.0
crop1150,Heart,Rapid HPF,Cardiac interstitial,Interstitial,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p25,17.88854381999832
crop1150,Heart,Rapid HPF,Cardiac interstitial,Interstitial,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p50,40.792156108742276
crop1150,Heart,Rapid HPF,Cardiac interstitial,Interstitial,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p75,97.65244492586962
crop1150,Heart,Rapid HPF,Cardiac interstitial,Interstitial,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p90,151.7893276880822
crop1150,Heart,Rapid HPF,Cardiac interstitial,Interstitial,8.0,8.0,native,ecs_width,narrow_mean_nm,62.135812030808445
crop1150,Heart,Rapid HPF,Cardiac interstitial,Interstitial,8.0,8.0,native,ecs_width,narrow_std_nm,53.66112835730033
crop1151,Heart,Rapid HPF,Intercalated disc,Intercalated disc,8.0,8.0,native,ecs_width,n_ecs_voxels,684488.0
crop1151,Heart,Rapid HPF,Intercalated disc,Intercalated disc,8.0,8.0,native,ecs_width,n_narrow_voxels,684488.0
crop1151,Heart,Rapid HPF,Intercalated disc,Intercalated disc,8.0,8.0,native,ecs_width,narrow_fraction,1.0
crop1151,Heart,Rapid HPF,Intercalated disc,Intercalated disc,8.0,8.0,native,ecs_width,full_percentiles_nm_p10,8.0
crop1151,Heart,Rapid HPF,Intercalated disc,Intercalated disc,8.0,8.0,native,ecs_width,full_percentiles_nm_p25,8.0
crop1151,Heart,Rapid HPF,Intercalated disc,Intercalated disc,8.0,8.0,native,ecs_width,full_percentiles_nm_p50,8.0
crop1151,Heart,Rapid HPF,Intercalated disc,Intercalated disc,8.0,8.0,native,ecs_width,full_percentiles_nm_p75,11.313708498984761
crop1151,Heart,Rapid HPF,Intercalated disc,Intercalated disc,8.0,8.0,native,ecs_width,full_percentiles_nm_p90,16.0
crop1151,Heart,Rapid HPF,Intercalated disc,Intercalated disc,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p10,8.0
crop1151,Heart,Rapid HPF,Intercalated disc,Intercalated disc,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p25,8.0
crop1151,Heart,Rapid HPF,Intercalated disc,Intercalated disc,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p50,8.0
crop1151,Heart,Rapid HPF,Intercalated disc,Intercalated disc,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p75,11.313708498984761
crop1151,Heart,Rapid HPF,Intercalated disc,Intercalated disc,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p90,16.0
crop1151,Heart,Rapid HPF,Intercalated disc,Intercalated disc,8.0,8.0,native,ecs_width,narrow_mean_nm,10.83932573153571
crop1151,Heart,Rapid HPF,Intercalated disc,Intercalated disc,8.0,8.0,native,ecs_width,narrow_std_nm,3.8432397733536106
crop1152,Heart,Rapid HPF,Intercalated disc,Intercalated disc,8.0,8.0,native,ecs_width,n_ecs_voxels,1616537.0
crop1152,Heart,Rapid HPF,Intercalated disc,Intercalated disc,8.0,8.0,native,ecs_width,n_narrow_voxels,1616453.0
crop1152,Heart,Rapid HPF,Intercalated disc,Intercalated disc,8.0,8.0,native,ecs_width,narrow_fraction,0.999948037069365
crop1152,Heart,Rapid HPF,Intercalated disc,Intercalated disc,8.0,8.0,native,ecs_width,full_percentiles_nm_p10,8.0
crop1152,Heart,Rapid HPF,Intercalated disc,Intercalated disc,8.0,8.0,native,ecs_width,full_percentiles_nm_p25,19.595917942265423
crop1152,Heart,Rapid HPF,Intercalated disc,Intercalated disc,8.0,8.0,native,ecs_width,full_percentiles_nm_p50,43.08131845707603
crop1152,Heart,Rapid HPF,Intercalated disc,Intercalated disc,8.0,8.0,native,ecs_width,full_percentiles_nm_p75,70.19971509913698
crop1152,Heart,Rapid HPF,Intercalated disc,Intercalated disc,8.0,8.0,native,ecs_width,full_percentiles_nm_p90,94.31860898041276
crop1152,Heart,Rapid HPF,Intercalated disc,Intercalated disc,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p10,8.0
crop1152,Heart,Rapid HPF,Intercalated disc,Intercalated disc,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p25,19.595917942265423
crop1152,Heart,Rapid HPF,Intercalated disc,Intercalated disc,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p50,43.08131845707603
crop1152,Heart,Rapid HPF,Intercalated disc,Intercalated disc,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p75,70.19971509913698
crop1152,Heart,Rapid HPF,Intercalated disc,Intercalated disc,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p90,94.31860898041276
crop1152,Heart,Rapid HPF,Intercalated disc,Intercalated disc,8.0,8.0,native,ecs_width,narrow_mean_nm,47.85810159376364
crop1152,Heart,Rapid HPF,Intercalated disc,Intercalated disc,8.0,8.0,native,ecs_width,narrow_std_nm,32.17344259903857
crop1118,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,n_ecs_voxels,231677.0
crop1118,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,n_narrow_voxels,231640.0
crop1118,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,narrow_fraction,0.9998402948933213
crop1118,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,full_percentiles_nm_p10,8.0
crop1118,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,full_percentiles_nm_p25,8.0
crop1118,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,full_percentiles_nm_p50,16.0
crop1118,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,full_percentiles_nm_p75,41.569219381653056
crop1118,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,full_percentiles_nm_p90,75.47184905645283
crop1118,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p10,8.0
crop1118,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p25,8.0
crop1118,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p50,16.0
crop1118,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p75,41.569219381653056
crop1118,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p90,75.47184905645283
crop1118,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,narrow_mean_nm,30.232722731761807
crop1118,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,narrow_std_nm,30.657375193275268
crop1119,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,n_ecs_voxels,345174.0
crop1119,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,n_narrow_voxels,345173.0
crop1119,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,narrow_fraction,0.9999971029104162
crop1119,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,full_percentiles_nm_p10,8.0
crop1119,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,full_percentiles_nm_p25,8.0
crop1119,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,full_percentiles_nm_p50,17.88854381999832
crop1119,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,full_percentiles_nm_p75,39.191835884530846
crop1119,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,full_percentiles_nm_p90,68.81860213634101
crop1119,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p10,8.0
crop1119,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p25,8.0
crop1119,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p50,17.88854381999832
crop1119,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p75,39.191835884530846
crop1119,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p90,68.81860213634101
crop1119,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,narrow_mean_nm,29.812982471441114
crop1119,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,narrow_std_nm,29.780549290369017
crop1120,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,n_ecs_voxels,282388.0
crop1120,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,n_narrow_voxels,282388.0
crop1120,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,narrow_fraction,1.0
crop1120,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,full_percentiles_nm_p10,8.0
crop1120,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,full_percentiles_nm_p25,8.0
crop1120,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,full_percentiles_nm_p50,11.313708498984761
crop1120,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,full_percentiles_nm_p75,22.627416997969522
crop1120,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,full_percentiles_nm_p90,32.984845004941285
crop1120,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p10,8.0
crop1120,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p25,8.0
crop1120,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p50,11.313708498984761
crop1120,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p75,22.627416997969522
crop1120,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p90,32.984845004941285
crop1120,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,narrow_mean_nm,17.24079766656921
crop1120,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,narrow_std_nm,12.639195874421857
crop1121,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,n_ecs_voxels,121600.0
crop1121,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,n_narrow_voxels,121600.0
crop1121,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,narrow_fraction,1.0
crop1121,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,full_percentiles_nm_p10,8.0
crop1121,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,full_percentiles_nm_p25,8.0
crop1121,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,full_percentiles_nm_p50,8.0
crop1121,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,full_percentiles_nm_p75,11.313708498984761
crop1121,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,full_percentiles_nm_p90,13.856406460551018
crop1121,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p10,8.0
crop1121,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p25,8.0
crop1121,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p50,8.0
crop1121,Liver,Chemical,Hepatocyte lateral,Hepatocyte lateral,8.0,8.0,native,ecs_width,narrow_percentiles_nm_p75,11.313708498984761
