tissue,dataset,crop,prep,cell_id,voxels_8nm,volume_nm3,volume_um3,ecs_faces,total_faces,ecs_sa_nm2,total_sa_nm2,sa_v_ratio,sphericity
Liver,jrc_mus-liver-8,crop1072,Rapid HPF,2,1082,553984.0,0.0006,593,854,37952.0,54656.0,0.06850739,0.8595
Liver,jrc_mus-liver-8,crop1072,Rapid HPF,3,3011987,1542137344.0,1.5421,153757,258442,9840448.0,16540288.0,0.00638105,0.656
Liver,jrc_mus-liver-8,crop1072,Rapid HPF,4,3069,1571328.0,0.0016,1493,1772,95552.0,113408.0,0.06080971,0.6841
Liver,jrc_mus-liver-8,crop1072,Rapid HPF,5,945,483840.0,0.0005,621,856,39744.0,54784.0,0.08214286,0.7499
Liver,jrc_mus-liver-8,crop1072,Rapid HPF,6,2030,1039360.0,0.001,1166,1462,74624.0,93568.0,0.07179803,0.6649
Liver,jrc_mus-liver-8,crop1072,Rapid HPF,7,220,112640.0,0.0001,236,346,15104.0,22144.0,0.13409091,0.7468
Liver,jrc_mus-liver-8,crop1072,Rapid HPF,8,1911,978432.0,0.001,1241,1524,79424.0,97536.0,0.08117478,0.6001
Liver,jrc_mus-liver-8,crop1072,Rapid HPF,9,130,66560.0,0.0001,156,212,9984.0,13568.0,0.15,0.7955
Liver,jrc_mus-liver-8,crop1072,Rapid HPF,10,3094,1584128.0,0.0016,1435,1852,91840.0,118528.0,0.05797511,0.7156
Liver,jrc_mus-liver-8,crop1072,Rapid HPF,11,1115,570880.0,0.0006,791,922,50624.0,59008.0,0.08867713,0.6574
Liver,jrc_mus-liver-8,crop1072,Rapid HPF,12,118,60416.0,0.0001,185,262,11840.0,16768.0,0.19597458,0.6289
Liver,jrc_mus-liver-8,crop1072,Rapid HPF,13,4978,2548736.0,0.0025,2411,2642,154304.0,169088.0,0.06054138,0.5848
Liver,jrc_mus-liver-8,crop1072,Rapid HPF,14,1382,707584.0,0.0007,813,1018,52032.0,65152.0,0.07353473,0.738
Liver,jrc_mus-liver-8,crop1072,Rapid HPF,15,1418,726016.0,0.0007,910,1034,58240.0,66176.0,0.08021862,0.6707
Liver,jrc_mus-liver-8,crop1072,Rapid HPF,16,687,351744.0,0.0004,510,608,32640.0,38912.0,0.09279476,0.7383
Liver,jrc_mus-liver-8,crop1072,Rapid HPF,17,4827,2471424.0,0.0025,3204,3204,205056.0,205056.0,0.08297079,0.4311
Liver,jrc_mus-liver-8,crop1072,Rapid HPF,18,1740,890880.0,0.0009,1330,1330,85120.0,85120.0,0.09554598,0.526
Liver,jrc_mus-liver-8,crop1072,Rapid HPF,19,1059,542208.0,0.0005,868,868,55552.0,55552.0,0.10245515,0.5788
Liver,jrc_mus-liver-8,crop1072,Rapid HPF,20,2420,1239040.0,0.0012,1742,1742,111488.0,111488.0,0.08997934,0.5004
Liver,jrc_mus-liver-8,crop1073,Rapid HPF,1,9457772,4842379264.0,4.8424,147202,360764,9420928.0,23088896.0,0.00194552,1.4693
Liver,jrc_mus-liver-8,crop1073,Rapid HPF,2,6342493,3247356416.0,3.2474,409843,501110,26229952.0,32071040.0,0.00807732,0.4043
Liver,jrc_mus-liver-8,crop1073,Rapid HPF,3,24172,12376064.0,0.0124,9760,11310,624640.0,723840.0,0.05047162,0.4142
Liver,jrc_mus-liver-8,crop1073,Rapid HPF,4,28372,14526464.0,0.0145,10060,10636,643840.0,680704.0,0.04432187,0.4472
Liver,jrc_mus-liver-8,crop1073,Rapid HPF,5,6148,3147776.0,0.0031,2907,3104,186048.0,198656.0,0.05910459,0.5583
Liver,jrc_mus-liver-8,crop1073,Rapid HPF,6,5189,2656768.0,0.0027,2088,2658,133632.0,170112.0,0.05029871,0.6942
Liver,jrc_mus-liver-8,crop1073,Rapid HPF,7,5335,2731520.0,0.0027,2586,2766,165504.0,177024.0,0.06059044,0.571
Liver,jrc_mus-liver-8,crop1073,Rapid HPF,8,4623,2366976.0,0.0024,2187,2456,139968.0,157184.0,0.05913368,0.6136
Liver,jrc_mus-liver-8,crop1073,Rapid HPF,9,1972,1009664.0,0.001,764,1166,48896.0,74624.0,0.04842799,0.9954
Liver,jrc_mus-liver-8,crop1073,Rapid HPF,10,1223,626176.0,0.0006,701,986,44864.0,63104.0,0.07164759,0.789
Liver,jrc_mus-liver-8,crop1073,Rapid HPF,11,10839,5549568.0,0.0055,4357,4570,278848.0,292480.0,0.05024679,0.5436
Liver,jrc_mus-liver-8,crop1073,Rapid HPF,12,7195800,3684249600.0,3.6842,280108,455882,17926912.0,29176448.0,0.00486582,0.6435
Liver,jrc_mus-liver-8,crop1073,Rapid HPF,13,4198,2149376.0,0.0021,1840,2038,117760.0,130432.0,0.05478799,0.684
Liver,jrc_mus-liver-8,crop1073,Rapid HPF,14,1152,589824.0,0.0006,727,1050,46528.0,67200.0,0.07888455,0.731
Liver,jrc_mus-liver-8,crop1073,Rapid HPF,15,2465,1262080.0,0.0013,1146,1462,73344.0,93568.0,0.05811359,0.77
Liver,jrc_mus-liver-8,crop1073,Rapid HPF,16,1529,782848.0,0.0008,792,1066,50688.0,68224.0,0.0647482,0.8104
Liver,jrc_mus-liver-8,crop1073,Rapid HPF,17,2564,1312768.0,0.0013,1516,1668,97024.0,106752.0,0.07390796,0.5976
Liver,jrc_mus-liver-8,crop1073,Rapid HPF,18,7377,3777024.0,0.0038,2600,3224,166400.0,206336.0,0.04405585,0.7049
Liver,jrc_mus-liver-8,crop1073,Rapid HPF,19,2146,1098752.0,0.0011,1326,1326,84864.0,84864.0,0.07723672,0.6068
Liver,jrc_mus-liver-8,crop1073,Rapid HPF,20,213,109056.0,0.0001,215,306,13760.0,19584.0,0.12617371,0.8022
Liver,jrc_mus-liver-8,crop1073,Rapid HPF,21,7304,3739648.0,0.0037,3500,3500,224000.0,224000.0,0.05989869,0.5201
Liver,jrc_mus-liver-8,crop1073,Rapid HPF,22,12020,6154240.0,0.0062,4733,5106,302912.0,326784.0,0.04922005,0.5361
Liver,jrc_mus-liver-8,crop1073,Rapid HPF,23,4237,2169344.0,0.0022,2388,2388,152832.0,152832.0,0.07045079,0.5303
Liver,jrc_mus-liver-8,crop1073,Rapid HPF,24,161,82432.0,0.0001,142,250,9088.0,16000.0,0.11024845,1.0079
Liver,jrc_mus-liver-8,crop1073,Rapid HPF,25,2180,1116160.0,0.0011,1540,1540,98560.0,98560.0,0.08830275,0.528
Liver,jrc_mus-liver-8,crop1073,Rapid HPF,26,146,74752.0,0.0001,183,278,11712.0,17792.0,0.15667808,0.7327
Liver,jrc_mus-liver-8,crop1073,Rapid HPF,27,4965,2542080.0,0.0025,2662,2744,170368.0,175616.0,0.06701913,0.5287
Liver,jrc_mus-liver-8,crop1073,Rapid HPF,28,2326,1190912.0,0.0012,1434,1652,91776.0,105728.0,0.07706363,0.592
Liver,jrc_mus-liver-8,crop1073,Rapid HPF,29,2717,1391104.0,0.0014,1264,1460,80896.0,93440.0,0.05815237,0.745
Liver,jrc_mus-liver-8,crop1073,Rapid HPF,30,1520,778240.0,0.0008,833,954,53312.0,61056.0,0.06850329,0.7675
Liver,jrc_mus-liver-8,crop1073,Rapid HPF,31,1232,630784.0,0.0006,579,920,37056.0,58880.0,0.05874594,0.9599
Liver,jrc_mus-liver-8,crop1073,Rapid HPF,32,158,80896.0,0.0001,153,262,9792.0,16768.0,0.1210443,0.9238
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,1,20947681,10725212672.0,10.7252,270834,640434,17333376.0,40987776.0,0.00161613,1.3569
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,2,2254604,1154357248.0,1.1544,219203,288124,14028992.0,18439936.0,0.01215308,0.3793
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,3,3509,1796608.0,0.0018,1481,1786,94784.0,114304.0,0.0527572,0.754
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,4,1924,985088.0,0.001,1099,1220,70336.0,78080.0,0.07140073,0.6807
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,5,1870,957440.0,0.001,1087,1190,69568.0,76160.0,0.07266043,0.6753
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,6,369,188928.0,0.0002,266,430,17024.0,27520.0,0.0901084,0.9353
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,7,10744,5500928.0,0.0055,4621,5200,295744.0,332800.0,0.05376257,0.5096
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,8,1685,862720.0,0.0009,899,1248,57536.0,79872.0,0.06669139,0.7617
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,9,5494,2812928.0,0.0028,2218,2666,141952.0,170624.0,0.05046414,0.6789
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,10,762,390144.0,0.0004,527,732,33728.0,46848.0,0.08645013,0.7656
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,11,906517,464136704.0,0.4641,118604,169692,7590656.0,10860288.0,0.01635435,0.3819
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,12,6925,3545600.0,0.0035,3103,3332,198592.0,213248.0,0.05601083,0.5662
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,13,2468,1263616.0,0.0013,1345,1520,86080.0,97280.0,0.06812196,0.6566
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,14,694,355328.0,0.0004,384,626,24576.0,40064.0,0.06916427,0.9872
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,15,10912,5586944.0,0.0056,4754,4920,304256.0,314880.0,0.05445839,0.5005
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,16,2314,1184768.0,0.0012,1280,1426,81920.0,91264.0,0.06914434,0.661
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,17,2803,1435136.0,0.0014,1356,1590,86784.0,101760.0,0.06047092,0.709
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,18,2862,1465344.0,0.0015,1417,2068,90688.0,132352.0,0.06188854,0.688
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,19,1515,775680.0,0.0008,794,1088,50816.0,69632.0,0.06551155,0.8034
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,21,2654,1358848.0,0.0014,1362,1480,87168.0,94720.0,0.06414846,0.6806
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,22,3744,1916928.0,0.0019,1891,2016,121024.0,129024.0,0.06313435,0.6166
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,23,222,113664.0,0.0001,219,288,14016.0,18432.0,0.12331081,0.8096
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,24,1963,1005056.0,0.001,982,1302,62848.0,83328.0,0.06253184,0.7721
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,25,7490,3834880.0,0.0038,3307,3472,211648.0,222208.0,0.05519025,0.5598
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,26,6505,3330560.0,0.0033,2978,3168,190592.0,202752.0,0.05722521,0.5659
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,27,8742,4475904.0,0.0045,3882,3882,248448.0,248448.0,0.05550789,0.5287
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,28,6820,3491840.0,0.0035,2523,2808,161472.0,179712.0,0.04624267,0.6893
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,29,3163,1619456.0,0.0016,1588,1754,101632.0,112256.0,0.06275688,0.6562
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,30,2723,1394176.0,0.0014,1433,2000,91712.0,128000.0,0.06578223,0.6581
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,31,5596,2865152.0,0.0029,2168,2630,138752.0,168320.0,0.04842745,0.7031
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,32,828,423936.0,0.0004,529,708,33856.0,45312.0,0.07986111,0.8061
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,33,4286,2194432.0,0.0022,1938,2328,124032.0,148992.0,0.05652123,0.6584
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,34,173,88576.0,0.0001,192,254,12288.0,16256.0,0.13872832,0.782
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,35,4839,2477568.0,0.0025,2189,2342,140096.0,149888.0,0.05654577,0.632
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,36,840,430080.0,0.0004,534,688,34176.0,44032.0,0.07946429,0.8062
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,37,2140,1095680.0,0.0011,1303,1394,83392.0,89216.0,0.07610981,0.6163
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,38,6713,3437056.0,0.0034,2888,3090,184832.0,197760.0,0.05377626,0.5959
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,39,5751,2944512.0,0.0029,2869,3236,183616.0,207104.0,0.06235872,0.5411
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,40,6291,3220992.0,0.0032,2468,2684,157952.0,171776.0,0.04903831,0.6678
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,41,3480,1781760.0,0.0018,1545,1686,98880.0,107904.0,0.05549569,0.7188
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,42,3911,2002432.0,0.002,1725,2068,110400.0,132352.0,0.05513296,0.6959
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,43,2264,1159168.0,0.0012,1130,1306,72320.0,83584.0,0.06238958,0.7379
Liver,jrc_mus-liver-8,crop1074,Rapid HPF,44,557,285184.0,0.0003,418,538,26752.0,34432.0,0.0938061,0.7832
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,1,19219360,9840312320.0,9.8403,249206,600862,15949184.0,38455168.0,0.0016208,1.3924
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,2,6397832,3275689984.0,3.2757,222961,390356,14269504.0,24982784.0,0.00435618,0.7475
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,3,840,430080.0,0.0004,716,716,45824.0,45824.0,0.10654762,0.6013
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,4,1477,756224.0,0.0008,848,1090,54272.0,69760.0,0.0717671,0.7396
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,5,1897,971264.0,0.001,1067,1210,68288.0,77440.0,0.07030838,0.6945
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,6,1170,599040.0,0.0006,766,848,49024.0,54272.0,0.08183761,0.701
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,7,4922,2520064.0,0.0025,2673,2800,171072.0,179200.0,0.06788399,0.5235
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,8,177,90624.0,0.0001,191,274,12224.0,17536.0,0.13488701,0.7982
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,9,2431,1244672.0,0.0012,1414,1414,90496.0,90496.0,0.07270671,0.6183
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,10,4807,2461184.0,0.0025,3020,3020,193280.0,193280.0,0.07853131,0.4561
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,12,213,109056.0,0.0001,215,290,13760.0,18560.0,0.12617371,0.8022
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,13,3493,1788416.0,0.0018,1768,1768,113152.0,113152.0,0.0632694,0.6297
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,14,4049,2073088.0,0.0021,2154,2154,137856.0,137856.0,0.0664979,0.5703
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,15,5423,2776576.0,0.0028,2982,2982,190848.0,190848.0,0.06873502,0.5006
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,16,9574,4901888.0,0.0049,4087,4408,261568.0,282112.0,0.05336066,0.5335
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,17,3288,1683456.0,0.0017,1730,1730,110720.0,110720.0,0.06576946,0.6181
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,18,1581,809472.0,0.0008,1106,1106,70784.0,70784.0,0.08744466,0.5934
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,19,5285,2705920.0,0.0027,2469,2690,158016.0,172160.0,0.0583964,0.5943
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,20,4060,2078720.0,0.0021,2230,2230,142720.0,142720.0,0.06865764,0.5519
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,21,6572,3364864.0,0.0034,3384,3384,216576.0,216576.0,0.06436397,0.5014
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,22,3102,1588224.0,0.0016,1876,1876,120064.0,120064.0,0.07559639,0.5483
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,23,543,278016.0,0.0003,470,692,30080.0,44288.0,0.10819521,0.6848
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,24,2403,1230336.0,0.0012,1744,1744,111616.0,111616.0,0.09071993,0.4975
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,25,4558,2333696.0,0.0023,2256,2256,144384.0,144384.0,0.06186924,0.5893
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,26,2849,1458688.0,0.0015,1644,1644,105216.0,105216.0,0.07213057,0.5912
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,27,3252,1665024.0,0.0017,2090,2090,133760.0,133760.0,0.08033518,0.5079
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,28,3893,1993216.0,0.002,2090,2090,133760.0,133760.0,0.06710763,0.5726
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,29,244,124928.0,0.0001,370,370,23680.0,23680.0,0.18954918,0.5104
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,30,5466,2798592.0,0.0028,2786,2786,178304.0,178304.0,0.06371204,0.5386
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,31,978,500736.0,0.0005,772,772,49408.0,49408.0,0.09867076,0.6172
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,32,2273,1163776.0,0.0012,1328,1328,84992.0,84992.0,0.07303124,0.6295
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,33,1410,721920.0,0.0007,1036,1036,66304.0,66304.0,0.09184397,0.587
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,34,192,98304.0,0.0001,224,322,14336.0,20608.0,0.14583333,0.7185
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,35,4270,2186240.0,0.0022,2286,2286,146304.0,146304.0,0.06692037,0.5568
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,36,3985,2040320.0,0.002,2072,2072,132608.0,132608.0,0.06499373,0.5867
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,37,4355,2229760.0,0.0022,2181,2280,139584.0,145920.0,0.06260046,0.5913
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,38,487,249344.0,0.0002,395,570,25280.0,36480.0,0.10138604,0.7578
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,39,2397,1227264.0,0.0012,1582,1582,101248.0,101248.0,0.08249896,0.5475
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,40,2082,1065984.0,0.0011,1320,1320,84480.0,84480.0,0.07925072,0.5974
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,41,526,269312.0,0.0003,552,552,35328.0,35328.0,0.13117871,0.5709
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,42,5443,2786816.0,0.0028,3180,3180,203520.0,203520.0,0.07302958,0.4706
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,43,6122,3134464.0,0.0031,2888,2888,184832.0,184832.0,0.05896766,0.5604
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,44,5081,2601472.0,0.0026,2760,2760,176640.0,176640.0,0.06790002,0.5179
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,45,4874,2495488.0,0.0025,2746,2746,175744.0,175744.0,0.0704247,0.5063
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,46,2264,1159168.0,0.0012,1654,1654,105856.0,105856.0,0.09132067,0.5041
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,47,13382,6851584.0,0.0069,5846,5846,374144.0,374144.0,0.05460693,0.4663
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,48,5073,2597376.0,0.0026,2167,2382,138688.0,152448.0,0.05339543,0.6589
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,49,3661,1874432.0,0.0019,1734,1964,110976.0,125696.0,0.05920514,0.6625
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,50,1962,1004544.0,0.001,991,1154,63424.0,73856.0,0.0631371,0.7648
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,51,1203,615936.0,0.0006,767,936,49088.0,59904.0,0.07969659,0.7132
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,52,4055,2076160.0,0.0021,1786,2456,114304.0,157184.0,0.05505549,0.6885
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,53,681,348672.0,0.0003,463,572,29632.0,36608.0,0.08498532,0.8085
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,54,313,160256.0,0.0002,318,386,20352.0,24704.0,0.12699681,0.7011
Liver,jrc_mus-liver-8,crop1075,Rapid HPF,55,280,143360.0,0.0001,288,376,18432.0,24064.0,0.12857143,0.7187
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,1,66176,33882112.0,0.0339,9180,13026,587520.0,833664.0,0.01734012,0.8619
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,2,16142,8264704.0,0.0083,6905,7548,441920.0,483072.0,0.05347076,0.4473
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,3,46720,23920640.0,0.0239,13512,16350,864768.0,1046400.0,0.03615154,0.4643
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,4,25298,12952576.0,0.013,7622,9326,487808.0,596864.0,0.03766108,0.5468
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,5,149690,76641280.0,0.0766,28162,32186,1802368.0,2059904.0,0.02351693,0.4841
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,6,1362366,697531392.0,0.6975,394328,408428,25236992.0,26139392.0,0.03618044,0.1507
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,7,611887,313286144.0,0.3133,345282,351472,22098048.0,22494208.0,0.07053631,0.1009
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,8,3314331,1696937472.0,1.6969,161578,198902,10340992.0,12729728.0,0.00609391,0.6653
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,9,37836,19372032.0,0.0194,5929,9018,379456.0,577152.0,0.01958783,0.9193
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,10,19187,9823744.0,0.0098,3924,6212,251136.0,397568.0,0.02556418,0.8833
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,11,12738,6521856.0,0.0065,2549,4684,163136.0,299776.0,0.02501374,1.0348
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,12,117742,60283904.0,0.0603,20379,25864,1304256.0,1655296.0,0.02163523,0.5701
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,13,44350,22707200.0,0.0227,12254,14910,784256.0,954240.0,0.03453777,0.4945
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,14,14461,7404032.0,0.0074,5315,6958,340160.0,445312.0,0.04594254,0.5401
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,15,90960,46571520.0,0.0466,15476,15562,990464.0,995968.0,0.02126759,0.632
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,16,172332,88233984.0,0.0882,26620,26836,1703680.0,1717504.0,0.01930866,0.5626
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,17,114820,58787840.0,0.0588,33276,33708,2129664.0,2157312.0,0.03622627,0.3433
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,18,2761,1413632.0,0.0014,1275,1678,81600.0,107392.0,0.05772365,0.7465
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,19,1989499,1018623488.0,1.0186,169056,181330,10819584.0,11605120.0,0.01062177,0.4525
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,20,236968,121327616.0,0.1213,49703,52646,3180992.0,3369344.0,0.0262182,0.3726
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,21,94324,48293888.0,0.0483,19515,20198,1248960.0,1292672.0,0.02586166,0.5135
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,22,869,444928.0,0.0004,466,766,29824.0,49024.0,0.06703107,0.945
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,23,3539,1811968.0,0.0018,3939,4356,252096.0,278784.0,0.13912828,0.2851
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,24,98846,50609152.0,0.0506,23567,24624,1508288.0,1575936.0,0.02980267,0.4387
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,25,82205,42088960.0,0.0421,12890,16364,824960.0,1047296.0,0.01960039,0.7093
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,26,137869,70588928.0,0.0706,37139,39268,2376896.0,2513152.0,0.03367236,0.3475
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,27,95614,48954368.0,0.049,24625,29508,1576000.0,1888512.0,0.03219325,0.4106
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,28,171,87552.0,0.0001,146,244,9344.0,15616.0,0.10672515,1.0205
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,29,315549,161561088.0,0.1616,60386,73950,3864704.0,4732800.0,0.02392101,0.3712
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,30,529024,270860288.0,0.2709,85241,90844,5455424.0,5814016.0,0.0201411,0.3711
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,31,558440,285921280.0,0.2859,108084,108108,6917376.0,6918912.0,0.02419329,0.3034
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,32,398949,204261888.0,0.2043,64878,65184,4152192.0,4171776.0,0.02032779,0.404
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,34,244021,124938752.0,0.1249,40842,42354,2613888.0,2710656.0,0.02092136,0.4624
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,35,522705,267624960.0,0.2676,147594,150506,9446016.0,9632384.0,0.03529572,0.2126
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,37,70990,36346880.0,0.0363,33510,38726,2144640.0,2478464.0,0.05900479,0.2474
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,38,169861,86968832.0,0.087,41639,43210,2664896.0,2765440.0,0.03064197,0.3562
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,39,81908,41936896.0,0.0419,12567,22546,804288.0,1442944.0,0.01917853,0.7258
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,40,507477,259828224.0,0.2598,59333,68672,3797312.0,4395008.0,0.0146147,0.5186
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,41,149584,76587008.0,0.0766,39134,39182,2504576.0,2507648.0,0.03270236,0.3482
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,42,288613,147769856.0,0.1478,53935,54034,3451840.0,3458176.0,0.02335957,0.3916
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,43,132374,67775488.0,0.0678,23346,23564,1494144.0,1508096.0,0.02204549,0.538
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,44,135273,69259776.0,0.0693,41316,41896,2644224.0,2681344.0,0.03817835,0.3084
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,45,212950,109030400.0,0.109,40420,44148,2586880.0,2825472.0,0.02372623,0.4267
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,46,1110,568320.0,0.0006,818,938,52352.0,60032.0,0.09211712,0.6338
Cortex,jrc_mus-cortex-2,crop1116,Rapid HPF,47,101401,51917312.0,0.0519,19341,19392,1237824.0,1241088.0,0.02384222,0.5437
