tissue,dataset,crop,prep,cell_id,voxels_8nm,volume_nm3,volume_um3,ecs_faces,total_faces,ecs_sa_nm2,total_sa_nm2,sa_v_ratio,sphericity
Liver,jrc_mus-liver,crop1043,Chemical,53,8052,4122624.0,0.0041,3294,3758,210816.0,240512.0,0.05113636,0.5898
Liver,jrc_mus-liver,crop1043,Chemical,54,955,488960.0,0.0005,728,728,46592.0,46592.0,0.09528796,0.6442
Liver,jrc_mus-liver,crop1043,Chemical,55,16093,8239616.0,0.0082,6132,6132,392448.0,392448.0,0.0476294,0.5027
Liver,jrc_mus-liver,crop1043,Chemical,56,15241,7803392.0,0.0078,3288,6116,210432.0,391424.0,0.02696673,0.9041
Liver,jrc_mus-liver,crop1043,Chemical,57,8176,4186112.0,0.0042,2858,3438,182912.0,220032.0,0.04369496,0.6867
Liver,jrc_mus-liver,crop1043,Chemical,59,1515,775680.0,0.0008,673,1112,43072.0,71168.0,0.05552805,0.9479
Liver,jrc_mus-liver,crop1043,Chemical,60,193,98816.0,0.0001,250,250,16000.0,16000.0,0.1619171,0.646
Liver,jrc_mus-liver,crop1043,Chemical,61,11239,5754368.0,0.0058,3557,3914,227648.0,250496.0,0.0395609,0.6822
Liver,jrc_mus-liver,crop1043,Chemical,62,287,146944.0,0.0001,310,310,19840.0,19840.0,0.13501742,0.6788
Liver,jrc_mus-liver,crop1043,Chemical,63,3256,1667072.0,0.0017,1463,1846,93632.0,118144.0,0.05616554,0.7262
Liver,jrc_mus-liver,crop1043,Chemical,64,249,127488.0,0.0001,284,284,18176.0,18176.0,0.14257028,0.674
Liver,jrc_mus-liver,crop1043,Chemical,66,223,114176.0,0.0001,266,268,17024.0,17152.0,0.14910314,0.6686
Liver,jrc_mus-liver,crop1043,Chemical,67,2687,1375744.0,0.0014,1190,1568,76160.0,100352.0,0.05535914,0.7854
Liver,jrc_mus-liver,crop1043,Chemical,68,621,317952.0,0.0003,522,522,33408.0,33408.0,0.10507246,0.6743
Liver,jrc_mus-liver,crop1043,Chemical,69,277,141824.0,0.0001,330,330,21120.0,21120.0,0.14891697,0.6227
Liver,jrc_mus-liver,crop1043,Chemical,70,560,286720.0,0.0003,510,510,32640.0,32640.0,0.11383929,0.6442
Liver,jrc_mus-liver,crop1043,Chemical,71,975,499200.0,0.0005,639,856,40896.0,54784.0,0.08192308,0.7441
Liver,jrc_mus-liver,crop1043,Chemical,73,232,118784.0,0.0001,296,296,18944.0,18944.0,0.15948276,0.6169
Liver,jrc_mus-liver,crop1043,Chemical,75,2437,1247744.0,0.0012,1139,1502,72896.0,96128.0,0.05842224,0.7689
Liver,jrc_mus-liver,crop1043,Chemical,76,632,323584.0,0.0003,344,534,22016.0,34176.0,0.06803797,1.0353
Liver,jrc_mus-liver,crop1043,Chemical,77,785,401920.0,0.0004,490,634,31360.0,40576.0,0.07802548,0.8398
Liver,jrc_mus-liver,crop1043,Chemical,78,4495,2301440.0,0.0023,2067,3136,132288.0,200704.0,0.05748053,0.6372
Liver,jrc_mus-liver,crop1043,Chemical,79,312,159744.0,0.0002,222,340,14208.0,21760.0,0.08894231,1.0021
Liver,jrc_mus-liver,crop1043,Chemical,80,137,70144.0,0.0001,161,194,10304.0,12416.0,0.14689781,0.7982
Liver,jrc_mus-liver,crop1043,Chemical,81,158,80896.0,0.0001,168,236,10752.0,15104.0,0.13291139,0.8413
Liver,jrc_mus-liver,crop1044,Chemical,1,682584,349483008.0,0.3495,39548,77930,2531072.0,4987520.0,0.00724233,0.948
Liver,jrc_mus-liver,crop1044,Chemical,2,5502175,2817113600.0,2.8171,262815,418268,16820160.0,26769152.0,0.00597071,0.5735
Liver,jrc_mus-liver,crop1044,Chemical,3,3098,1586176.0,0.0016,1210,1556,77440.0,99584.0,0.04882182,0.8493
Liver,jrc_mus-liver,crop1044,Chemical,4,4712,2412544.0,0.0024,1526,2568,97664.0,164352.0,0.04048175,0.8907
Liver,jrc_mus-liver,crop1044,Chemical,5,649,332288.0,0.0003,577,668,36928.0,42752.0,0.11113251,0.6283
Liver,jrc_mus-liver,crop1044,Chemical,6,16326,8358912.0,0.0084,6591,6754,421824.0,432256.0,0.05046398,0.4722
Liver,jrc_mus-liver,crop1044,Chemical,7,660,337920.0,0.0003,512,576,32768.0,36864.0,0.0969697,0.716
Liver,jrc_mus-liver,crop1044,Chemical,8,318,162816.0,0.0002,342,342,21888.0,21888.0,0.13443396,0.6588
Liver,jrc_mus-liver,crop1044,Chemical,9,1326,678912.0,0.0007,954,954,61056.0,61056.0,0.08993213,0.6118
Liver,jrc_mus-liver,crop1044,Chemical,10,677,346624.0,0.0003,626,626,40064.0,40064.0,0.11558346,0.5956
Liver,jrc_mus-liver,crop1044,Chemical,11,782,400384.0,0.0004,544,782,34816.0,50048.0,0.08695652,0.7546
Liver,jrc_mus-liver,crop1044,Chemical,12,677,346624.0,0.0003,580,580,37120.0,37120.0,0.1070901,0.6429
Liver,jrc_mus-liver,crop1044,Chemical,13,1550,793600.0,0.0008,1158,1158,74112.0,74112.0,0.0933871,0.5593
Liver,jrc_mus-liver,crop1044,Chemical,14,2059,1054208.0,0.0011,1346,1346,86144.0,86144.0,0.08171442,0.5815
Liver,jrc_mus-liver,crop1044,Chemical,15,311,159232.0,0.0002,356,356,22784.0,22784.0,0.14308682,0.6236
Liver,jrc_mus-liver,crop1044,Chemical,16,539,275968.0,0.0003,484,484,30976.0,30976.0,0.1122449,0.6618
Liver,jrc_mus-liver,crop1044,Chemical,17,374,191488.0,0.0002,292,376,18688.0,24064.0,0.09759358,0.8597
Liver,jrc_mus-liver,crop1044,Chemical,18,1344,688128.0,0.0007,914,914,58496.0,58496.0,0.08500744,0.6444
Liver,jrc_mus-liver,crop1044,Chemical,21,667,341504.0,0.0003,676,676,43264.0,43264.0,0.12668666,0.5461
Liver,jrc_mus-liver,crop1044,Chemical,22,701,358912.0,0.0004,596,596,38144.0,38144.0,0.10627675,0.6403
Liver,jrc_mus-liver,crop1044,Chemical,23,501,256512.0,0.0003,478,478,30592.0,30592.0,0.11926148,0.6382
Liver,jrc_mus-liver,crop1044,Chemical,24,160,81920.0,0.0001,174,244,11136.0,15616.0,0.1359375,0.8191
Liver,jrc_mus-liver,crop1044,Chemical,25,544,278528.0,0.0003,500,500,32000.0,32000.0,0.11488971,0.6445
Liver,jrc_mus-liver,crop1044,Chemical,26,146,74752.0,0.0001,167,252,10688.0,16128.0,0.14297945,0.8029
Liver,jrc_mus-liver,crop1044,Chemical,27,2644,1353728.0,0.0014,1179,1426,75456.0,91264.0,0.05573941,0.7843
Liver,jrc_mus-liver,crop1044,Chemical,28,182,93184.0,0.0001,244,244,15616.0,15616.0,0.16758242,0.6365
Liver,jrc_mus-liver,crop1044,Chemical,29,146,74752.0,0.0001,212,212,13568.0,13568.0,0.18150685,0.6325
Liver,jrc_mus-liver,crop1044,Chemical,30,1078,551936.0,0.0006,814,814,52096.0,52096.0,0.09438776,0.6246
Liver,jrc_mus-liver,crop1044,Chemical,31,565,289280.0,0.0003,502,502,32128.0,32128.0,0.11106195,0.6584
Liver,jrc_mus-liver,crop1044,Chemical,32,4834,2475008.0,0.0025,1795,2286,114880.0,146304.0,0.04641601,0.7702
Liver,jrc_mus-liver,crop1044,Chemical,33,6564,3360768.0,0.0034,2450,3174,156800.0,203136.0,0.046656,0.692
Liver,jrc_mus-liver,crop1044,Chemical,34,1044,534528.0,0.0005,806,806,51584.0,51584.0,0.09650383,0.6175
Liver,jrc_mus-liver,crop1044,Chemical,35,222,113664.0,0.0001,272,272,17408.0,17408.0,0.15315315,0.6519
Liver,jrc_mus-liver,crop1044,Chemical,36,2849,1458688.0,0.0015,1698,1698,108672.0,108672.0,0.07449982,0.5724
Liver,jrc_mus-liver,crop1044,Chemical,37,1318,674816.0,0.0007,725,1018,46400.0,65152.0,0.06875948,0.8018
Liver,jrc_mus-liver,crop1044,Chemical,38,143,73216.0,0.0001,162,222,10368.0,14208.0,0.14160839,0.8163
Liver,jrc_mus-liver,crop1044,Chemical,39,4142,2120704.0,0.0021,1592,2106,101888.0,134784.0,0.04804442,0.7835
Liver,jrc_mus-liver,crop1044,Chemical,40,1070,547840.0,0.0005,512,784,32768.0,50176.0,0.05981308,0.9881
Liver,jrc_mus-liver,crop1044,Chemical,41,704,360448.0,0.0004,476,668,30464.0,42752.0,0.08451705,0.804
Liver,jrc_mus-liver-8,crop1123,Rapid HPF,1,3764398,1927371776.0,1.9274,67660,181648,4330240.0,11625472.0,0.00224671,1.7296
Liver,jrc_mus-liver-8,crop1123,Rapid HPF,2,4029361,2063032832.0,2.063,63528,182474,4065792.0,11678336.0,0.00197078,1.9276
Liver,jrc_mus-liver-8,crop1123,Rapid HPF,3,3618,1852416.0,0.0019,1598,1946,102272.0,124544.0,0.05521006,0.7132
Liver,jrc_mus-liver-8,crop1124,Rapid HPF,1,13444594,6883632128.0,6.8836,227550,522828,14563200.0,33460992.0,0.00211563,1.2016
Liver,jrc_mus-liver-8,crop1124,Rapid HPF,2,13969864,7152570368.0,7.1526,228741,529212,14639424.0,33869568.0,0.00204674,1.2263
Liver,jrc_mus-liver-8,crop1124,Rapid HPF,3,1316,673792.0,0.0007,980,980,62720.0,62720.0,0.09308511,0.5926
Liver,jrc_mus-liver-8,crop1124,Rapid HPF,4,13163,6739456.0,0.0067,5734,5734,366976.0,366976.0,0.05445187,0.4702
Liver,jrc_mus-liver-8,crop1124,Rapid HPF,5,1770,906240.0,0.0009,1094,1094,70016.0,70016.0,0.07725989,0.6468
Liver,jrc_mus-liver-8,crop1124,Rapid HPF,6,1476,755712.0,0.0008,1090,1090,69760.0,69760.0,0.0923103,0.5752
Liver,jrc_mus-liver-8,crop1124,Rapid HPF,7,116,59392.0,0.0001,148,208,9472.0,13312.0,0.15948276,0.7772
Liver,jrc_mus-liver-8,crop1124,Rapid HPF,8,9269,4745728.0,0.0047,4432,4432,283648.0,283648.0,0.05976912,0.4815
Liver,jrc_mus-liver-8,crop1124,Rapid HPF,9,125,64000.0,0.0001,190,230,12160.0,14720.0,0.19,0.6363
Liver,jrc_mus-liver-8,crop1124,Rapid HPF,10,15468,7919616.0,0.0079,5706,6838,365184.0,437632.0,0.04611133,0.5261
Liver,jrc_mus-liver-8,crop1125,Rapid HPF,1,2399147,1228363264.0,1.2284,76294,165624,4882816.0,10599936.0,0.00397506,1.136
Liver,jrc_mus-liver-8,crop1125,Rapid HPF,2,3394047,1737752064.0,1.7378,133736,200472,8559104.0,12830208.0,0.00492539,0.8167
Liver,jrc_mus-liver-8,crop1125,Rapid HPF,3,3890555,1991964160.0,1.992,77058,194518,4931712.0,12449152.0,0.0024758,1.5524
Liver,jrc_mus-liver-8,crop1126,Rapid HPF,1,26428636,13531461632.0,13.5315,260207,708620,16653248.0,45351680.0,0.00123071,1.649
Liver,jrc_mus-liver-8,crop1126,Rapid HPF,2,12728026,6516749312.0,6.5167,263238,565490,16847232.0,36191360.0,0.00258522,1.0015
Liver,jrc_mus-liver-8,crop1127,Rapid HPF,1,7802682,3994973184.0,3.995,120411,314368,7706304.0,20119552.0,0.001929,1.58
Liver,jrc_mus-liver-8,crop1127,Rapid HPF,2,2125914,1088467968.0,1.0885,77985,138502,4991040.0,8864128.0,0.00458538,1.0253
Liver,jrc_mus-liver-8,crop1127,Rapid HPF,3,252,129024.0,0.0001,190,290,12160.0,18560.0,0.09424603,1.0155
Liver,jrc_mus-liver-8,crop1127,Rapid HPF,4,2996030,1533967360.0,1.534,93305,204192,5971520.0,13068288.0,0.00389286,1.0772
Liver,jrc_mus-liver-8,crop1127,Rapid HPF,5,12456,6377472.0,0.0064,5316,5316,340224.0,340224.0,0.05334778,0.4888
Liver,jrc_mus-liver-8,crop1127,Rapid HPF,6,9713,4973056.0,0.005,3902,3902,249728.0,249728.0,0.05021621,0.5642
Liver,jrc_mus-liver-8,crop1127,Rapid HPF,7,6300,3225600.0,0.0032,2834,3080,181376.0,197120.0,0.05623016,0.5821
Liver,jrc_mus-liver-8,crop1127,Rapid HPF,8,5013,2566656.0,0.0026,2264,2264,144896.0,144896.0,0.05645322,0.6257
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,1,2397541,1227540992.0,1.2275,140083,223832,8965312.0,14325248.0,0.00730347,0.6184
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,2,10871734,5566327808.0,5.5663,881488,1060896,56415232.0,67897344.0,0.01013509,0.2692
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,3,126352,64692224.0,0.0647,17581,23484,1125184.0,1502976.0,0.01739288,0.6926
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,4,22190,11361280.0,0.0114,9742,10996,623488.0,703744.0,0.05487832,0.392
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,5,1807452,925415424.0,0.9254,168015,196348,10752960.0,12566272.0,0.0116196,0.4271
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,6,29080,14888960.0,0.0149,9017,10384,577088.0,664576.0,0.03875946,0.5072
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,7,26870,13757440.0,0.0138,5451,6578,348864.0,420992.0,0.02535821,0.7959
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,8,4482,2294784.0,0.0023,2817,2890,180288.0,184960.0,0.07856426,0.4667
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,9,2952,1511424.0,0.0015,2590,2618,165760.0,167552.0,0.10967141,0.3842
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,10,85612,43833344.0,0.0438,23718,24712,1517952.0,1581568.0,0.03463008,0.3961
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,11,53736,27512832.0,0.0275,8762,10440,560768.0,668160.0,0.02038205,0.7859
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,12,557,285184.0,0.0003,414,514,26496.0,32896.0,0.09290844,0.7908
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,13,1864,954368.0,0.001,1131,1700,72384.0,108800.0,0.07584496,0.6476
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,14,2540,1300480.0,0.0013,1246,1530,79744.0,97920.0,0.0613189,0.7225
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,15,132063,67616256.0,0.0676,29544,30442,1890816.0,1948288.0,0.02796393,0.4245
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,16,94179,48219648.0,0.0482,27996,30870,1791744.0,1975680.0,0.03715797,0.3576
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,17,23602,12084224.0,0.0121,7658,9564,490112.0,612096.0,0.040558,0.5196
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,18,15018,7689216.0,0.0077,3695,4994,236480.0,319616.0,0.03075476,0.7967
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,19,44173,22616576.0,0.0226,12970,13686,830080.0,875904.0,0.03670228,0.4659
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,20,1639752,839553024.0,0.8396,250263,310532,16016832.0,19874048.0,0.01907781,0.2687
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,21,6142,3144704.0,0.0031,2098,3142,134272.0,201088.0,0.04269782,0.7731
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,22,6443,3298816.0,0.0033,2157,2828,138048.0,180992.0,0.04184774,0.7763
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,23,11289,5779968.0,0.0058,4454,4668,285056.0,298752.0,0.04931792,0.5464
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,24,1303,667136.0,0.0007,746,1098,47744.0,70272.0,0.07156562,0.7733
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,25,14476,7411712.0,0.0074,5379,6118,344256.0,391552.0,0.04644757,0.534
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,26,3706,1897472.0,0.0019,1625,1978,104000.0,126592.0,0.05480977,0.7127
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,27,61473,31474176.0,0.0315,13785,14118,882240.0,903552.0,0.0280306,0.5464
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,28,10754,5506048.0,0.0055,3850,4464,246400.0,285696.0,0.04475079,0.612
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,29,114898,58827776.0,0.0588,26983,27360,1726912.0,1751040.0,0.02935538,0.4236
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,30,50401,25805312.0,0.0258,16346,16476,1046144.0,1054464.0,0.04053987,0.4037
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,31,113592,58159104.0,0.0582,24028,29226,1537792.0,1870464.0,0.02644112,0.4721
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,32,33424,17113088.0,0.0171,11146,12224,713344.0,782336.0,0.04168412,0.4502
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,33,90954,46568448.0,0.0466,21682,21682,1387648.0,1387648.0,0.02979803,0.4511
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,34,12348,6322176.0,0.0063,5540,5540,354560.0,354560.0,0.05608196,0.4663
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,35,12439,6368768.0,0.0064,4892,4892,313088.0,313088.0,0.0491599,0.5307
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,36,14800,7577600.0,0.0076,5554,5554,355456.0,355456.0,0.04690878,0.5249
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,37,4862,2489344.0,0.0025,2200,2200,140800.0,140800.0,0.05656109,0.6309
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,38,17645,9034240.0,0.009,5861,6856,375104.0,438784.0,0.04152026,0.5592
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,39,18016,9224192.0,0.0092,6376,6376,408064.0,408064.0,0.04423845,0.5212
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,40,8494,4348928.0,0.0043,3502,3502,224128.0,224128.0,0.05153638,0.5749
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,41,608,311296.0,0.0003,508,800,32512.0,51200.0,0.10444079,0.6832
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,42,7054,3611648.0,0.0036,3016,3188,193024.0,204032.0,0.05344485,0.5898
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,43,19597,10033664.0,0.01,11577,12408,740928.0,794112.0,0.07384421,0.3036
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,44,6322,3236864.0,0.0032,2838,2838,181632.0,181632.0,0.05611357,0.5826
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,45,9232,4726784.0,0.0047,3752,3752,240128.0,240128.0,0.05080156,0.5672
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,46,20380,10434560.0,0.0104,11739,11910,751296.0,762240.0,0.07200074,0.3074
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,47,3721,1905152.0,0.0019,1513,2024,96832.0,129536.0,0.05082639,0.7675
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,48,21762,11142144.0,0.0111,7376,7376,472064.0,472064.0,0.04236743,0.511
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,49,1327,679424.0,0.0007,918,918,58752.0,58752.0,0.08647325,0.6361
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,50,19442,9954304.0,0.01,7218,7218,461952.0,461952.0,0.04640726,0.4844
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,51,2911,1490432.0,0.0015,2618,2618,167552.0,167552.0,0.11241841,0.3766
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,52,5174,2649088.0,0.0026,2990,2990,191360.0,191360.0,0.07223618,0.4838
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,53,18060,9246720.0,0.0092,5972,5972,382208.0,382208.0,0.04133444,0.5574
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,54,43839,22445568.0,0.0224,11492,11492,735488.0,735488.0,0.03276763,0.5232
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,55,20621,10557952.0,0.0106,8358,8358,534912.0,534912.0,0.05066437,0.4351
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,56,16552,8474624.0,0.0085,5869,6724,375616.0,430336.0,0.04432244,0.5352
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,57,10925,5593600.0,0.0056,3882,3882,248448.0,248448.0,0.04441648,0.6134
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,58,45931,23516672.0,0.0235,10508,10508,672512.0,672512.0,0.02859724,0.5902
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,59,6983,3575296.0,0.0036,2826,2826,180864.0,180864.0,0.05058714,0.6252
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,60,93848,48050176.0,0.0481,18426,18426,1179264.0,1179264.0,0.02454235,0.542
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,61,15392,7880704.0,0.0079,7718,7718,493952.0,493952.0,0.06267866,0.3877
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,62,18532,9488384.0,0.0095,5288,5288,338432.0,338432.0,0.03566803,0.6404
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,63,104999,53759488.0,0.0538,24512,27380,1568768.0,1752320.0,0.02918123,0.4391
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,64,1992,1019904.0,0.001,1097,1270,70208.0,81280.0,0.06883785,0.6979
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,65,10252,5249024.0,0.0052,3483,4120,222912.0,263680.0,0.04246732,0.6552
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,66,7160,3665920.0,0.0037,3000,3000,192000.0,192000.0,0.0523743,0.5988
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,67,2195,1123840.0,0.0011,1187,1416,75968.0,90624.0,0.06759681,0.6881
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,68,197912,101330944.0,0.1013,29464,45878,1885696.0,2936192.0,0.01860928,0.5574
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,69,17309,8862208.0,0.0089,5769,6294,369216.0,402816.0,0.04166185,0.5609
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,70,18445,9443840.0,0.0094,5406,5810,345984.0,371840.0,0.03663594,0.6245
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,71,23053,11803136.0,0.0118,6319,7346,404416.0,470144.0,0.03426344,0.6199
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,72,106407,54480384.0,0.0545,21489,22396,1375296.0,1433344.0,0.02524387,0.5053
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,73,6321,3236352.0,0.0032,2940,2940,188160.0,188160.0,0.05813953,0.5623
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,74,14014,7175168.0,0.0072,4489,6258,287296.0,400512.0,0.04004032,0.6262
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,75,9953,5095936.0,0.0051,3477,3694,222528.0,236416.0,0.04366774,0.6435
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,76,16048,8216576.0,0.0082,5224,6414,334336.0,410496.0,0.04069043,0.589
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,77,22859,11703808.0,0.0117,8040,8040,514560.0,514560.0,0.04396518,0.4845
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,78,7815,4001280.0,0.004,3458,3458,221312.0,221312.0,0.0553103,0.5507
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,79,16854,8629248.0,0.0086,5318,6654,340352.0,425856.0,0.03944168,0.5978
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,80,1952,999424.0,0.001,945,1370,60480.0,87680.0,0.06051486,0.7993
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,81,1471,753152.0,0.0008,778,1036,49792.0,66304.0,0.06611149,0.804
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,82,22531,11535872.0,0.0115,5940,6868,380160.0,439552.0,0.0329546,0.6495
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,83,61035,31249920.0,0.0312,16618,16618,1063552.0,1063552.0,0.03403375,0.4511
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,84,54950,28134400.0,0.0281,12403,13452,793792.0,860928.0,0.02821429,0.5636
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,85,25286,12946432.0,0.0129,10000,10000,640000.0,640000.0,0.04943447,0.4166
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,86,11667,5973504.0,0.006,5872,5872,375808.0,375808.0,0.06291249,0.4236
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,87,624,319488.0,0.0003,442,562,28288.0,35968.0,0.08854167,0.7989
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,88,4640,2375680.0,0.0024,2352,2604,150528.0,166656.0,0.06336207,0.572
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,89,2137,1094144.0,0.0011,916,1420,58624.0,90880.0,0.05357978,0.8759
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,90,29470,15088640.0,0.0151,7304,7304,467456.0,467456.0,0.03098066,0.6317
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,91,3110,1592320.0,0.0016,1507,1752,96448.0,112128.0,0.06057074,0.6837
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,92,10658,5456896.0,0.0055,3369,4836,215616.0,309504.0,0.03951257,0.6952
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,93,1790,916480.0,0.0009,1003,1440,64192.0,92160.0,0.0700419,0.7108
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,94,2506,1283072.0,0.0013,1304,1894,83456.0,121216.0,0.06504389,0.6842
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,95,9816,5025792.0,0.005,3458,3458,221312.0,221312.0,0.04403525,0.6411
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,96,15517,7944704.0,0.0079,4654,4654,297856.0,297856.0,0.03749114,0.6464
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,97,4121,2109952.0,0.0021,1797,2518,115008.0,161152.0,0.0545074,0.6917
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,98,52732,26998784.0,0.027,17298,18434,1107072.0,1179776.0,0.04100451,0.3931
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,99,8602,4404224.0,0.0044,3651,3712,233664.0,237568.0,0.05305452,0.5561
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,100,29196,14948352.0,0.0149,6831,7706,437184.0,493184.0,0.0292463,0.6712
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,101,6125,3136000.0,0.0031,4215,4280,269760.0,273920.0,0.08602041,0.3841
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,102,33757,17283584.0,0.0173,6805,9592,435520.0,613888.0,0.02519848,0.7423
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,103,20675,10585600.0,0.0106,5676,5676,363264.0,363264.0,0.03431681,0.6418
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,104,6971,3569152.0,0.0036,2143,2754,137152.0,176256.0,0.03842705,0.8235
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,105,1396,714752.0,0.0007,952,952,60928.0,60928.0,0.08524355,0.6345
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,106,3604,1845248.0,0.0018,2070,2070,132480.0,132480.0,0.07179523,0.5492
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,107,2093,1071616.0,0.0011,918,1246,58752.0,79744.0,0.05482561,0.862
Liver,jrc_mus-liver-8,crop1071,Rapid HPF,108,7159,3665408.0,0.0037,2236,2724,143104.0,174336.0,0.03904177,0.8034
Liver,jrc_mus-liver-8,crop1072,Rapid HPF,1,22901297,11725464064.0,11.7255,223911,633082,14330304.0,40517248.0,0.00122215,1.7417
